標題,問題,回答,主題分類,主題分類_字串,主題數量,回答內容摘要,醫生名稱,回答時間,對應子問題,主題判斷
#171705 糖尿病 泡泡尿,"醫生您好
我爸他尿尿都會有泡泡
他本身有糖尿病
我想請問這樣是正常的嗎
還是是糖尿病惡化的象徵？
謝謝醫生",尿液有泡泡，不一定是蛋白尿。建議需要到醫院做尿液檢查才知道有無蛋白尿也不一定代表糖尿病惡化，建議在家買血糖機監測血糖，這樣比較知道糖尿病變化。,['血糖管理'],血糖管理,2,尿液泡泡不一定是蛋白尿，建議檢查尿液；蛋白尿不一定代表糖尿病惡化，建議用血糖機監測血糖變化。,洪元斌,2021/8/5,尿液中有泡泡是否一定是蛋白尿？如何使用血糖機在家監測糖尿病變化？,血糖管理
#169453 腎臟問題、糖尿病、體質問題,"李醫師您好，我想請教您：
1.這二年從早到晚都喝運動飲料加一些水稀釋混著喝，因為喝運動飲料習慣改不掉，只喝純水常常會反胃，反而該天飲水量不足，所以只能運動飲料加水，這樣要怎麼改善呢？
2.我在睡前時，也有喝含糖運動飲料約300cc，最近我很擔心，這樣在睡前喝的話，是不是比在白天喝更傷腎或更容易導致糖尿病?
3.去年開始體重突然下降很多，我身高172，短短二到三個月而已，從體重52下降到45，非常的虛弱，但是食欲都沒變差 ，怎麼吃都很難上升，還是體重只有45左右，不過我睡眠作息不正常，有時早上睡，有時晚上睡。腸胃不太好，每天排便不是便秘就是拉肚子，很少排便正常的時候。體重下降這麼多，會不會跟每天喝運動飲料有關或是睡眠作息不正常等其它問題？

我去過很多醫療院所，都很難改善這些問題，再麻煩醫師給我一些方向，謝謝

先謝謝醫師您的回覆！",如果最近體重有大幅下降，可以去新陳代謝科求診，檢查有無糖尿病或甲狀腺功能異常。,"['飲食', '糖尿病類型']","飲食, 糖尿病類型",3,建議諮詢腸胃科及新陳代謝科，注意含糖飲料影響，檢查糖尿病或甲狀腺功能異常。,李健,2021/6/17,體重大幅下降是否與糖尿病或甲狀腺功能異常有關？應掛哪個科別檢查？,請洽詢專業醫療人員
#169453 腎臟問題、糖尿病、體質問題,"李醫師您好，我想請教您：
1.這二年從早到晚都喝運動飲料加一些水稀釋混著喝，因為喝運動飲料習慣改不掉，只喝純水常常會反胃，反而該天飲水量不足，所以只能運動飲料加水，這樣要怎麼改善呢？
2.我在睡前時，也有喝含糖運動飲料約300cc，最近我很擔心，這樣在睡前喝的話，是不是比在白天喝更傷腎或更容易導致糖尿病?
3.去年開始體重突然下降很多，我身高172，短短二到三個月而已，從體重52下降到45，非常的虛弱，但是食欲都沒變差 ，怎麼吃都很難上升，還是體重只有45左右，不過我睡眠作息不正常，有時早上睡，有時晚上睡。腸胃不太好，每天排便不是便秘就是拉肚子，很少排便正常的時候。體重下降這麼多，會不會跟每天喝運動飲料有關或是睡眠作息不正常等其它問題？

我去過很多醫療院所，都很難改善這些問題，再麻煩醫師給我一些方向，謝謝

先謝謝醫師您的回覆！",喝純水會反胃，建議可以諮詢腸胃科醫師，長期喝含糖飲料，較容易誘發脂肪肝，糖尿病等慢性病。,"['飲食', '糖尿病類型']","飲食, 糖尿病類型",3,建議諮詢腸胃科及新陳代謝科，注意含糖飲料影響，檢查糖尿病或甲狀腺功能異常。,李健,2021/6/17,長期喝含糖飲料是否會增加脂肪肝和糖尿病的風險？,預防
#168667 糖尿病控制,"李醫師你好，我在照顧有糖尿病20年以上的父親，這段期間因為有控制飲食，所以他的糖化血色素由10降到6,8. 我想請教，每天他在打的胰島素是不是能因血糖值來做調整？應該怎麼調整？",胰島素的調整牽涉到很多環節，包含使用胰島素的種類，搭配的口服藥，日常的血糖變化，腎功能....等等，請與原開立醫師討論。,"['用藥', '血糖管理']","用藥, 血糖管理",3,胰島素調整需考量多種因素，建議與原開立醫師討論。,李健,2021/5/27,胰島素的種類如何影響血糖控制？,用藥
#163380 我這樣有糖尿病風險嗎,"身高179 體重54
從12歲得完肺炎後就有腸躁症問題 易累 怎吃都吃不胖

14歲還車禍出現TBI症狀
從此踏上依靠甜飲不歸路

以前是一訂一杯700cc甜的茶

不喝會全身無力 頭痛

不過我餐點很清淡

早餐 頂多 一塊麵包或一小塊蛋糕

中午是白飯配雞胸肉 還有很大量青菜
豆腐
晚上同上

偶爾會吃香蕉


一天大約兩杯含糖62公克

大概三年前還出現體重掉到49情況 有去新陳代謝科抽血檢查 一切正常

後來夏天很熱 當時喝了好多..... 麥當勞飲料

體重才回到60

沒喝又掉回51
去年開始會習慣喝 甜茶
分早晚喝 一杯大概32毫克

想問醫師

我這樣吃

會有糖尿病風險嗎

還有我最近發現
有多喝很甜運動飲料 精神會好一點

沒喝又回疲勞狀態","糖尿病風險非常複雜
還包括體質以及遺傳因素
可能無法一概而論
不過建議可以減少含糖飲料攝取和多運動
確實可以減少發生機會，建議可以定期驗血糖
這也可以做一個參考","['飲食', '運動']","飲食, 運動",4,減少含糖飲料、多運動及定期驗血糖可降低糖尿病風險。,洪元斌,2020/12/7,如何透過減少含糖飲料攝取和多運動來降低糖尿病的風險？,預防
#162965 糖尿病 飯後血糖飆高,"李醫師您好，關於一些糖尿病的問題想詢問您。
1.我爸爸前陣子被診斷出有第二型糖尿病，因此在飲食上都有控制，每天晚上也有規律運動，一開始都飯前、飯後血糖維持得不錯，但後來開始會有飯後血糖飆高的問題，可是每餐的營養量是差不多的，想請問醫師，是哪裡出了問題?
例如今天
中午
11:05飯前血糖為96
13:08飯後血糖飆到223
午飯內容為:五穀飯160g、一碗地瓜葉、2條魚、一碗紫菜冬瓜湯。
晚上
17:17飯前血糖為112
17:19用藥量為1顆半
19:50飯後血糖為203
17:49晚飯內容為:五穀飯160g、(蔥蛋、地瓜葉、黃空菜、冬瓜2塊、紫菜)共一盤。

2.爸爸有抽菸，想詢問醫生，抽菸的多寡是否也會影響血糖?

感謝李醫師您的回覆！",請洽詢專業醫療人員,"['用藥', '併發症']","用藥, 併發症",4,建議調整用藥控制餐後血糖，並戒菸以減少血管病變風險。,李健,2020/11/25,糖尿病患者飯後血糖飆高的原因可能有哪些？抽菸是否會影響血糖？,請洽詢專業醫療人員
#162965 糖尿病 飯後血糖飆高,"李醫師您好，關於一些糖尿病的問題想詢問您。
1.我爸爸前陣子被診斷出有第二型糖尿病，因此在飲食上都有控制，每天晚上也有規律運動，一開始都飯前、飯後血糖維持得不錯，但後來開始會有飯後血糖飆高的問題，可是每餐的營養量是差不多的，想請問醫師，是哪裡出了問題?
例如今天
中午
11:05飯前血糖為96
13:08飯後血糖飆到223
午飯內容為:五穀飯160g、一碗地瓜葉、2條魚、一碗紫菜冬瓜湯。
晚上
17:17飯前血糖為112
17:19用藥量為1顆半
19:50飯後血糖為203
17:49晚飯內容為:五穀飯160g、(蔥蛋、地瓜葉、黃空菜、冬瓜2塊、紫菜)共一盤。

2.爸爸有抽菸，想詢問醫生，抽菸的多寡是否也會影響血糖?

感謝李醫師您的回覆！",抽菸會加速大小血管病變，建議要戒菸,"['用藥', '併發症']","用藥, 併發症",4,建議調整用藥控制餐後血糖，並戒菸以減少血管病變風險。,李健,2020/11/25,抽菸如何影響糖尿病患者的血管健康？,併發症
#161832 是否糖尿病前期？,林醫師您好，我有時候在午餐飯後約兩小時會容易餓且有類似低血糖的症狀（但晚餐飯後不會），半年前去檢查空腹血糖101，飯後兩小時血糖71，醣化血色素正常，醫生說是糖尿病前期。之後過幾個月有去別家診所分別做空腹血糖和醣化血色素，結果都正常，但是之前那些症狀還是有時候會出現，本身常久坐不常運動但體重正常，阿嬤有糖尿病但爸爸沒有。想請教范醫師，我這樣算是糖尿病前期嗎？飯後血糖若比飯前低是否為胰島素延遲？若為糖尿病前期還有可能恢復正常嗎？謝謝。,"空腹血糖值的範圍介於100-125毫克/毫升之間即為:空腹血糖偏高(IFG)，
又被稱為「早期糖尿病」或是潛伏性糖尿病或是糖尿病前期 (prediabetes)。
此時，飲食控制和多運動對於血糖值可以有幫忙。","['飲食', '運動']","飲食, 運動",5,空腹血糖100-125為糖尿病前期，建議飲食控制及多運動改善血糖。,林建良,2020/10/21,空腹血糖偏高時，應該如何調整飲食和增加運動來改善血糖值？,血糖管理
#157474 第二型糖尿病 確診8年,"第二型糖尿病 確診8年 最近抽血報告
AC:檢查值115 正常標準值70-100
HbA1C :檢查值6.3 正常標準值4-6
Triglyceride :檢查值59 正常標準值<150
Cholesterol :檢查值170 正常標準值 <200 糖尿<160
HDL-Cho:檢查值55 正常標準值>40
LDL-Cho:檢查值110 正常標準值<130糖尿<100心血管<70
Creatinine:檢查值0.80 正常標準值0.1-1.4
UA:檢查值4.6正常標準值 男:3.4-7.0
Microalbumin:檢查值8.65mg/L 正常標準值<29mg/L

第二型糖尿病 確診8年目前在診所追蹤吃metformin 500mg 一天一顆
疑問:我的報告有哪些需注意或者異常或者需轉診 感謝醫師",請洽詢專業醫療人員,"['飲食', '運動']","飲食, 運動",5,持續服藥、飲食及運動控制，定期追蹤血糖及糖化血色素。,陳建宇,2020/8/13,我的第二型糖尿病檢查報告中，哪些數值需要特別注意或是否需要轉診？,請洽詢專業醫療人員
#146508 糖尿病前期及高血壓,醫師您好，我有高血壓的問題，近來也被醫生診斷出有血糖過高的狀況，請問糖尿病前期有機會痊癒嗎？另外因為有高血壓的問題 ，我是否能做重量訓練？,"血糖過高不知是多高，糖尿病是慢性病
一旦確診糖尿病，就只能控制而無法根治","['運動', '血糖管理']","運動, 血糖管理",3,糖尿病需控制無法根治，適量運動有助血壓控制，建議與健身教練討論並依身體狀況調整訓練。,陳建宇,2019/6/12,糖尿病確診後有哪些方法可以有效控制血糖？,血糖管理
#146508 糖尿病前期及高血壓,醫師您好，我有高血壓的問題，近來也被醫生診斷出有血糖過高的狀況，請問糖尿病前期有機會痊癒嗎？另外因為有高血壓的問題 ，我是否能做重量訓練？,"不知血壓控制情形如何，也不知您血壓多高
更不知重量訓練內容與您的BMI、體適能的狀況
建議與您健身教練討論後再視您身體情況，保持
適量運動有助於血壓控制。","['運動', '血糖管理']","運動, 血糖管理",3,糖尿病需控制無法根治，適量運動有助血壓控制，建議與健身教練討論並依身體狀況調整訓練。,陳建宇,2019/6/12,如何根據我的BMI和體適能狀況來制定適合的重量訓練計劃以幫助血壓控制？,運動
#146512 糖尿病運動問題,"醫師您好，我有糖尿病前期的問題，血糖值大約在110上下，所以想規律的作運動，最近很流行作tabata的間歇性運動，它說只要作4到8分鐘，相當於其他作30分鐘的運動，但我的疑問是，電視上說要連續作30分鐘以上的運動比較好 好像是說前15分鐘是降血糖之類的效果，但是作tabata,這種運動幾乎都是在5分鐘左右就結束了，這樣對於控制血糖有效果嗎？還是一定只能作30分鐘以上的運動才有用呢（如慢跑之類的）？","高強度間歇性運動方式對血糖的影響，目前相關的研究比較少，
其結果對血糖的影響，好像也比較偏向正面。但是，做此運動前，
要先做風險評估。","['運動', '血糖管理']","運動, 血糖管理",2,高強度間歇性運動可能正面影響血糖，但需先進行風險評估。,林建良,2019/6/4,高強度間歇性運動如何影響血糖水平？進行此類運動前需要進行哪些風險評估？,運動
#136814 糖尿病檢查相關問題,"醫生你好:
我想要請問一下
正常民眾需要多久去檢查一次自己是否有罹患糖尿病的風險?
那如果我是糖尿病患者我要多久去醫院做檢查?

是跟健康檢查一樣嗎一年檢查一次
還是需要依照不同醫生所給的醫囑為主

謝謝!","一般來說，需依每個人的狀況，如年齡，體重，家族史，用藥史，症狀，是否有其他疾病等，做不同的判斷。
糖尿病患也是一樣，須依照他本身的情況做判斷。
建議如有相關問題，需找專業醫師當面看診。",['生活管理'],生活管理,1,糖尿病需依個人狀況判斷，建議尋求專業醫師面診。,林建良,2018/7/10,糖尿病患者的判斷需要考慮哪些因素，例如年齡、體重、家族史等？,請洽詢專業醫療人員
#136357 C-Peptide偏低,"林醫師您好： 我現在空腹血糖90和飯後2小時80算正常，但糖化血色素6.2，胜肽胰島素只有0.6。
大約1年半前，體重開始突然明顯的減輕（突然減少約20公斤），又這12個月以來糖化血色素又上昇了（1.0之多），不知我現在的情況是否已符合「第一型的糖尿病」——— 因為這段時間為了讓體重可以回昇一點，常常去吃到飽餐廳，但體重並未明顯回昇（現在172cm/60kg，最低曾57kg)。
1）請問我是第一型糖尿病人了嗎（在我的年記還會發生嗎）
2）常去吃到飽餐廳其實反而加劇上述指數嗎，不去了應可以改善？
3）有方法可以改善胰島素分泌的能力嗎
謝謝您百忙中抽空解答。感謝。",不去吃到飽餐廳，加強飲食控制，多運動應可以改善血糖。,"['飲食', '運動']","飲食, 運動",5,改善生活型態、飲食控制及運動可改善血糖，建議諮詢專業醫師了解影響因素。,林建良,2018/6/20,如何透過飲食控制和運動來改善血糖？,血糖管理
